id,title,parent,parentLabel,cluster,clusterLabel,clusterDefault,kwEvidence,source,track,hidden
cite_a_dual_ct_image_denoising_approach_using,A Dual CT Image Denoising Approach Using Guided Filter and Method-Based Noise in the NSST ,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_application_of_the_improved_restormer_mo,Application of the improved Restormer model for walnut X-ray image denoising,4,Clinical CT Denoising & DL Reconstruction,50,Characteristics & Practice & Competitive,ct,-,cluster,ct,
cite_vision_transformerbased_diagnosis_of_lum,Vision transformer-based diagnosis of lumbar disc herniation with grad-CAM interpretabilit,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT+AIFND,kw:CT,both,
cite_lung_cancer_detection_using_3d_unet_base,Lung Cancer Detection using 3D U-Net Based DENSENET with Multimodal Images CT Scans and Hi,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT,kw:CT,both,
cite_ct_image_denoising_using_deep_learning_a,CT Image Denoising using Deep Learning: A Bibliometric (2020-2025) Perspective,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
cite_stacked_competitive_networks_for_noise_r,Stacked competitive networks for noise reduction in low-dose CT,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_erawgat_edgeenhanced_residual_autoencode,ERA-WGAT: Edge-enhanced residual autoencoder with a window-based graph attention convoluti,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
cite_mlnan_multilevel_noiseaware_network_for_,MLNAN: Multi-level noise-aware network for low-dose CT imaging implemented with constraine,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
cite_optimal_selection_of_regularization_para,Optimal selection of regularization parameter in total variation method for reducing noise,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,MED,kw:MED,med,
cite_hyperspectral_image_denoising_via_weight,Hyperspectral image denoising via weighted double sparsity total variation and low-rank re,2,Image Super-Resolution,9,Hyperspectral & Denoising & Spatialspectral,ai,GENCV,kw:GENCV,ai,HIDE
cite_erratum_to_optimal_selection_of_regulari,Erratum to: Optimal selection of regularization parameter in total variation method for re,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,MED,kw:MED,med,
cite_xray_ct_image_reconstruction_from_fewvie,X-ray CT image reconstruction from few-views via total generalized p-variation minimizatio,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
cite_learning_image_from_projection_a_fullaut_2,Learning image from projection: a full-automatic reconstruction (FAR) net for sparse-views,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,ct,
cite_deep_plugandplay_denoising_prior_with_to,Deep plug-and-play denoising prior with total variation regularization for low-dose CT,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_beyond_local_processing_adapting_cnns_fo,Beyond Local Processing: Adapting CNNs for CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,ct,
cite_denoising_lowdose_liver_ct_using_generat,Denoising Low-Dose Liver CT Using Generative Adversarial Networks with Perceptual Loss,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
cite_messagepassing_algorithms_for_compressed,Message-passing algorithms for compressed sensing,5,Optimization & Compressed Sensing,8,Compressed & Sensing & Gradient,split,-,embed(0.34),ai,HIDE
cite_sensitivity_to_basis_mismatch_in_compres,Sensitivity to Basis Mismatch in Compressed Sensing,5,Optimization & Compressed Sensing,8,Compressed & Sensing & Gradient,split,-,embed(0.33),ai,HIDE
cite_optimized_projections_for_compressed_sen,Optimized Projections for Compressed Sensing,5,Optimization & Compressed Sensing,8,Compressed & Sensing & Gradient,split,-,embed(0.39),ct,
cite_gsslam_dense_visual_slam_with_3d_gaussia,GS-SLAM: Dense Visual SLAM with 3D Gaussian Splatting,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_stylizednerf_consistent_3d_scene_styliza,StylizedNeRF: Consistent 3D Scene Stylization as Stylized NeRF via 2D-3D Mutual Learning,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,GENCV+AIFND,kw:GENCV,ai,HIDE
cite_bundlesdf_neural_6dof_tracking_and_3d_re,BundleSDF: Neural 6-DoF Tracking and 3D Reconstruction of Unknown Objects,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_3d_gaussian_splatting_as_a_new_era_a_sur,3D Gaussian Splatting as a New Era: A Survey,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_feature_3dgs_supercharging_3d_gaussian_s,Feature 3DGS: Supercharging 3D Gaussian Splatting to Enable Distilled Feature Fields,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_gaussianshader_3d_gaussian_splatting_wit,GaussianShader: 3D Gaussian Splatting with Shading Functions for Reflective Surfaces,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_a_critical_analysis_of_nerfbased_3d_reco,A Critical Analysis of NeRF-Based 3D Reconstruction,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,AIFND,cluster,ai,HIDE
cite_depthregularized_optimization_for_3d_gau,Depth-Regularized Optimization for 3D Gaussian Splatting in Few-Shot Images,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_pgsr_planarbased_gaussian_splatting_for_,PGSR: Planar-Based Gaussian Splatting for Efficient and High-Fidelity Surface Reconstructi,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,-,cluster,ai,HIDE
cite_unsupervised_sparse_dirichletnet_for_hyp,Unsupervised Sparse Dirichlet-Net for Hyperspectral Image Super-Resolution,2,Image Super-Resolution,10,Hyperspectral & Superresolution & Sparse,ai,GENCV,kw:GENCV,ai,HIDE
cite_image_superresolution_reconstruction_bas_6,Image super-resolution reconstruction based on feature map attention mechanism,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,AIFND,cluster,ai,HIDE
cite_a_review_of_object_detection_based_on_de,A review of object detection based on deep learning,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,GENCV,kw:GENCV,ai,HIDE
cite_a_comprehensive_review_of_object_detecti,A comprehensive review of object detection with deep learning,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,GENCV,kw:GENCV,ai,HIDE
cite_a_survey_of_the_four_pillars_for_small_o,"A Survey of the Four Pillars for Small Object Detection: Multiscale Representation, Contex",2,Image Super-Resolution,41,Superresolution & Remote & Sensing,ai,GENCV,kw:GENCV,ai,HIDE
cite_deeplearning_image_reconstruction_for_re,Deep-Learning Image Reconstruction for Real-Time Photoacoustic System,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,MED,kw:MED,med,
cite_deep_unfolding_of_a_proximal_interior_po,Deep unfolding of a proximal interior point method for image restoration,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,-,embed(0.49),ct,
cite_clinical_assessment_of_deep_learningbase,Clinical Assessment of Deep Learning–based Super-Resolution for 3D Volumetric Brain MRI,2,Image Super-Resolution,38,Superresolution & Simultaneous & Brain,med,MED,kw:MED,med,
cite_cnnbased_image_reconstruction_method_for,CNN-Based Image Reconstruction Method for Ultrafast Ultrasound Imaging,7,CT Reconstruction Foundations,54,Inverse & Problems & Ultrasound,med,MED,kw:MED,med,
cite_combining_weighted_total_variation_and_d,Combining Weighted Total Variation and Deep Image Prior for natural and medical image rest,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,-,embed(0.56),ct,
cite_selfcontained_deep_learningbased_boostin,Self‐contained deep learning‐based boosting of 4D cone‐beam CT reconstruction,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,both,
cite_reconstruction_for_divergingwave_imaging,Reconstruction for Diverging-Wave Imaging Using Deep Convolutional Neural Networks,7,CT Reconstruction Foundations,54,Inverse & Problems & Ultrasound,med,-,cluster,med,
cite_convolutional_neural_network_for_resolut,Convolutional neural network for resolution enhancement and noise reduction in acoustic re,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,MED,kw:MED,med,
cite_a_new_deep_learning_network_for_mitigati,A New Deep Learning Network for Mitigating Limited-view and Under-sampling Artifacts in Ri,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_highquality_photoacoustic_image_reconstr,High-quality photoacoustic image reconstruction based on deep convolutional neural network,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,MED,kw:MED,med,
cite_sparsesampling_photoacoustic_computed_to,Sparse-sampling photoacoustic computed tomography: Deep learning vs. compressed sensing,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_a_deep_learning_approach_for_the_photoac,A Deep Learning Approach for the Photoacoustic Tomography Recovery From Undersampled Measu,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_high_frame_rate_3_hz_circular_photoacous,High frame rate (∼3 Hz) circular photoacoustic tomography using single-element ultrasound ,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_learned_regularization_for_image_reconst,Learned regularization for image reconstruction in sparse-view photoacoustic tomography,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_a_residual_dense_network_assisted_sparse,A residual dense network assisted sparse view reconstruction for breast computed tomograph,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,ct,
cite_compressed_sensing_for_photoacoustic_com,Compressed sensing for photoacoustic computed tomography based on an untrained neural netw,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_multispectral_interlaced_sparse_sampling_2,Multispectral interlaced sparse sampling photoacoustic tomography based on directional tot,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,ct,
cite_highorder_total_variation_minimization_f,High-order total variation minimization for interior tomography,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_sister_spectralimage_similaritybased_ten,SISTER: Spectral-Image Similarity-Based Tensor With Enhanced-Sparsity Reconstruction for S,8,Iterative & Sparse-View CT Reconstruction,71,Sparse & Sparseview & Spectral,ct,CT,kw:CT,ct,
cite_sarttype_image_reconstruction_from_a_lim,SART‐Type Image Reconstruction from a Limited Number of Projections with the Sparsity Cons,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,-,cluster,ct,
cite_supersampling_sart_with_ordered_subsets,Super-sampling SART with ordered subsets,5,Optimization & Compressed Sensing,8,Compressed & Sensing & Gradient,split,-,embed(0.23),ai,HIDE
cite_highorder_total_variation_minimization_f_2,High-order total variation minimization for interior SPECT,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,MED,kw:MED,med,
cite_image_reconstruction_from_limited_angle_,Image reconstruction from limited angle projections collected by multisource interior x-ra,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_alternating_direction_method_of_multipli,Alternating direction method of multipliers for nonconvex log total variation image restor,5,Optimization & Compressed Sensing,21,Total & Variation & Algorithms,split,-,embed(0.43),ct,
cite_iterative_reconstruction_from_fewview_pr,Iterative Reconstruction from Few-view Projections,7,CT Reconstruction Foundations,61,Fewview & Ment & Maximum,ct,CT,kw:CT,ct,
cite_nonlocal_total_variation_using_the_first,Nonlocal Total Variation Using the First and Second Order Derivatives and Its Application ,8,Iterative & Sparse-View CT Reconstruction,66,Total & Algebraic & Variationbased,ct,CT,kw:CT,ct,
cite_sarttype_image_reconstruction_from_overl,SART-Type Image Reconstruction from Overlapped Projections,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,-,cluster,ct,
cite_incomplete_projection_reconstruction_of_,Incomplete projection reconstruction of computed tomography based on the modified discrete,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_biological_application_of_compressed_sen,Biological application of Compressed Sensing Tomography in the Scanning Electron Microscop,5,Optimization & Compressed Sensing,8,Compressed & Sensing & Gradient,split,CT,kw:CT,ct,
cite_sarttype_halfthreshold_filtering_approac,Sart-Type Half-Threshold Filtering Approach for CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT,kw:CT,ct,
cite_a_modified_algebraic_reconstruction_algo,A modified algebraic reconstruction algorithm for sparse projection,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,-,cluster,ct,
cite_cone_beam_ct_using_motioncompensated_alg,Cone Beam CT using motion-compensated algebraic reconstruction methods with limited data,8,Iterative & Sparse-View CT Reconstruction,66,Total & Algebraic & Variationbased,ct,CT,kw:CT,ct,
cite_reconstruction_of_limitedangle_dualenerg,Reconstruction of limited-angle dual-energy CT using mutual learning and cross-estimation ,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT,kw:CT,ct,
cite_a_fast_algorithm_for_high_order_total_va,A fast algorithm for high order total variation minimization based interior tomography,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_variable_step_size_methods_for_solving_s,Variable step size methods for solving simultaneous algebraic reconstruction technique (SA,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,CT,kw:CT,ct,
cite_sparseview_shortscan_dedicated_conebeam_,"Sparse-view, short-scan, dedicated cone-beam breast computed tomography: image quality ass",8,Iterative & Sparse-View CT Reconstruction,69,Sparseview & Conebeam & Iterative,ct,CT,kw:CT,ct,
cite_block_matching_sparsity_regularizationba,Block matching sparsity regularization-based image reconstruction for incomplete projectio,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_a_nonsmooth_and_nonconvex_regularization,A non-smooth and non-convex regularization method for limited-angle CT image reconstructio,8,Iterative & Sparse-View CT Reconstruction,65,Limitedangle & Minimization & Accurate,ct,CT,kw:CT,ct,
cite_sinogram_interpolation_for_sparseview_mi_2,Sinogram interpolation for sparse-view micro-CT with deep learning neural network,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
cite_an_improved_orderedsubset_simultaneous_a,An Improved Ordered-Subset Simultaneous Algebraic Reconstruction Technique,7,CT Reconstruction Foundations,60,Algorithm & Algebraic & Practical,ct,-,cluster,ct,
cite_lowdose_conebeam_computed_tomography_rec,Low-dose cone-beam computed tomography reconstruction through a fast three-dimensional com,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,ct,
cite_road_damage_detection_using_superresolut,Road damage detection using super-resolution and semi-supervised learning with generative ,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,AIFND,cluster,ai,HIDE
cite_a_comparative_analysis_of_superresolutio,A comparative analysis of super-resolution techniques for enhancing micro-CT images of car,2,Image Super-Resolution,47,Rock & Digital & Microct,ct,CT,kw:CT,ct,
cite_deep_learning_in_denoising_of_microcompu,Deep learning in denoising of micro-computed tomography images of rock samples,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
cite_selfsupervised_cycleconsistent_learning_,Self-supervised cycle-consistent learning for scale-arbitrary real-world single image supe,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,AIFND,cluster,ai,HIDE
cite_processing_of_microct_images_of_granodio_2,Processing of micro-CT images of granodiorite rock samples using convolutional neural netw,2,Image Super-Resolution,47,Rock & Digital & Microct,ct,CT,kw:CT,both,
cite_twostep_morphologybased_denoising_and_no,Two‐step morphology‐based denoising and non‐local means smoothing improves micro‐computed ,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_application_of_visual_mechanical_signal_,Application of visual mechanical signal detection and loading platform with super‐resoluti,2,Image Super-Resolution,26,Superresolution & Sparse & Representation,ai,-,cluster,ai,HIDE
cite_superresolution_xray_tomography_using_de,Super-resolution X-ray tomography using deep learning applied to the 3D quantification of ,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,both,
cite_3d_reconstruction_of_unlimitedsize_realw,3D reconstruction of unlimited-size real-world porous media by combining a BicycleGAN-base,2,Image Super-Resolution,46,Generative & Adversarial & Porous,ct,CT,kw:CT,ct,
cite_kagan_kolmogorovarnold_generative_advers,KA-GAN: Kolmogorov-Arnold Generative Adversarial Networks for Reconstruction of 3D Porous ,2,Image Super-Resolution,46,Generative & Adversarial & Porous,ct,CT+AIFND,kw:CT,both,
cite_physics_statistical_descriptorinformed_d,Physics Statistical Descriptor-Informed Deep Image Structure and Texture Similarity Metric,2,Image Super-Resolution,46,Generative & Adversarial & Porous,ct,AIFND,cluster,both,
cite_sinogram_superresolution_and_denoising_c,Sinogram super-resolution and denoising convolutional neural network (SRCN) for limited da,6,Metal Artifacts & Specialized Tomography,2,Photoacoustic & Accelerated & Highresolution,med,CT+MED,kw:CT,both,
cite_temporally_downsampled_cerebral_ct_perfu,Temporally downsampled cerebral CT perfusion image restoration using deep residual learnin,4,Clinical CT Denoising & DL Reconstruction,19,Iterative & Angiography & Algorithm,ct,CT,kw:CT,ct,
cite_radunet_a_residual_attentionbased_dense_,"RAD-UNet: a Residual, Attention-Based, Dense UNet for CT Sparse Reconstruction",8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
cite_fast_enhanced_ct_metal_artifact_reductio,Fast Enhanced CT Metal Artifact Reduction Using Data Domain Deep Learning,6,Metal Artifacts & Specialized Tomography,1,Metal & Artifact & Reduction,ct,CT,kw:CT,both,
cite_sharpness_preserved_sinogram_synthesis_u,Sharpness preserved sinogram synthesis using convolutional neural network for sparse-view ,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
cite_degradationaware_deep_learning_framework,Degradation-Aware Deep Learning Framework for Sparse-View CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
cite_a_sinogram_inpainting_method_based_on_ge_2,A Sinogram Inpainting Method based on Generative Adversarial Network for Limited-angle Com,1,Deep Learning & Generative Models,11,Generative & Adversarial & Lowdose,both,CT+AIFND,kw:CT,both,
cite_sparseview_ct_reconstruction_using_recur,Sparse-View CT Reconstruction using Recurrent Stacked Back Projection,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,ct,
cite_data_consistent_ct_reconstruction_from_i,Data Consistent CT Reconstruction from Insufficient Data with Learned Prior Images,8,Iterative & Sparse-View CT Reconstruction,70,Iterative & Lowdose & Priors,ct,CT,kw:CT,both,
cite_noiserobust_mojette_reconstruction_using,Noise-robust Mojette reconstruction using sparse-view CT projections,8,Iterative & Sparse-View CT Reconstruction,69,Sparseview & Conebeam & Iterative,ct,CT,kw:CT,ct,
cite_tomograf_an_xray_physicsdriven_generativ,Tomograf: An X-Ray Physics-Driven Generative Radiance Field Framework for Extremely Sparse,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,both,
cite_tomograf_an_xray_physicsdriven_generativ_2,TomoGRAF: An X-ray physics-driven generative radiance field framework for extremely sparse,8,Iterative & Sparse-View CT Reconstruction,68,Iterative & Xray & Lowdose,ct,CT,kw:CT,both,
cite_neural_networkbased_sinogram_upsampling_,Neural Network-based Sinogram Upsampling in Real-measured CT Reconstruction,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,both,
cite_an_eit_image_reconstruction_method_based,An EIT image reconstruction method based on DenseNet with multi-scale convolution,7,CT Reconstruction Foundations,23,Potential & Machine & Domaintransform,ct,MED,kw:MED,med,
cite_realtime_monitoring_of_twophase_flow_usi,Real-time Monitoring of Two-phase Flow Using Electrical Impedance Tomography with Convolut,7,CT Reconstruction Foundations,55,Electrical & Impedance & Shape,med,CT+MED,kw:CT,both,
cite_on_the_implicit_representation_of_the_el,On the Implicit Representation of the Electrical Impedance Tomography Inverse Problem,7,CT Reconstruction Foundations,55,Electrical & Impedance & Shape,med,CT+MED,kw:CT,ct,
cite_artificial_intelligencebased_pet_denoisi,Artificial intelligence-based PET denoising could allow a two-fold reduction in [18F]FDG P,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,CT+MED,kw:CT,ct,
cite_the_impact_of_resampling_and_denoising_d,The Impact of Resampling and Denoising Deep Learning Algorithms on Radiomics in Brain Meta,5,Optimization & Compressed Sensing,7,Undersampled & Dynamic & Cascade,med,MED,kw:MED,med,
cite_robust_wholebody_pet_image_denoising_usi,Robust whole-body PET image denoising using 3D diffusion models: evaluation across various,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,MED,kw:MED,med,
cite_pet_image_denoising_based_on_3d_denoisin,PET Image Denoising Based on 3D Denoising Diffusion Probabilistic Model: Evaluations on To,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,MED,kw:MED,med,
cite_deep_learning_denoising_improves_and_hom,Deep Learning Denoising Improves and Homogenizes Patient [18F]FDG PET Image Quality in Dig,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,CT+MED,kw:CT,both,
cite_the_impact_of_introducing_deep_learning_,The impact of introducing deep learning based [18F]FDG PET denoising on EORTC and PERCIST ,4,Clinical CT Denoising & DL Reconstruction,15,Denoising & Lowdose & Diffusion,both,CT+MED,kw:CT,both,
cite_computed_tomography_image_features_under_2,Computed Tomography Image Features under Denoising Algorithm for Benign and Malignant Diag,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,ct,
cite_deep_guess_acceleration_for_explainable_,Deep Guess acceleration for explainable image reconstruction in sparse-view CT,8,Iterative & Sparse-View CT Reconstruction,71,Sparse & Sparseview & Spectral,ct,CT,kw:CT,ct,
cite_adaptive_weighted_total_variation_booste,Adaptive Weighted Total Variation Boosted by Learning Techniques in Few-View Tomographic I,8,Iterative & Sparse-View CT Reconstruction,62,Total & Variation & Minimization,ct,CT,kw:CT,ct,
cite_neural_network_regularization_in_the_pro,Neural network regularization in the problem of few-view computed tomography,8,Iterative & Sparse-View CT Reconstruction,63,Sparseview & Framing & Unet,ct,CT,kw:CT,both,
cite_a_deep_learning_reconstruction_method_fo,A Deep Learning Reconstruction Method for Fast Assembly Line Computed Tomography,7,CT Reconstruction Foundations,56,Directional & Wavelets & Lowdose,ct,CT,kw:CT,both,
cite_an_opensource_deep_learning_network_for_,An Open-Source Deep Learning Network for Reconstruction of High-Resolution OCT Angiograms ,4,Clinical CT Denoising & DL Reconstruction,18,Coronary & Angiography & Learningbased,ct,-,cluster,both,
cite_multitask_generative_adversarial_network,Multi-task generative adversarial network for retinal optical coherence tomography image d,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,CT+AIFND,kw:CT,both,
cite_a_novel_image_superresolution_reconstruc,A novel image super-resolution reconstruction algorithm based on improved GANs and gradien,2,Image Super-Resolution,49,Superresolution & Generative & Adversarial,ai,-,cluster,ai,HIDE
cite_pixel_attention_based_deep_neural_networ,Pixel Attention Based Deep Neural Network for Chest CT Image Super Resolution,2,Image Super-Resolution,44,Superresolution & Attention & Single,ai,CT,kw:CT,both,
cite_realworld_superresolution_for_icti_rock_,Real-World Super-Resolution for <i>μCT</i> Rock Imaging Using Simple Real-ESRGAN-3D,2,Image Super-Resolution,47,Rock & Digital & Microct,ct,-,cluster,ct,
cite_super_resolution_in_medical_imaging_time,Super Resolution in Medical Imaging Time-Series data using Neural Networks,2,Image Super-Resolution,35,Superresolution & Medical & Musculoskeletal,med,-,cluster,med,
cite_enhancing_lesion_detection_in_rat_ct_ima,Enhancing Lesion Detection in Rat CT Images: A Deep Learning-Based Super-Resolution Study,2,Image Super-Resolution,42,Superresolution & Application & Chest,med,CT,kw:CT,both,
cite_ievit_an_enhanced_vision_transformer_arc,IEViT: An enhanced vision transformer architecture for chest X-ray image classification,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,AIFND,cluster,ai,HIDE
cite_a_vision_transformer_for_emphysema_class,A vision transformer for emphysema classification using CT images,1,Deep Learning & Generative Models,40,Segmentation & Unet & Biomedical,ai,CT+AIFND,kw:CT,both,
cite_bsrt_improving_burst_superresolution_wit,BSRT: Improving Burst Super-Resolution with Swin Transformer and Flow-Guided Deformable Al,2,Image Super-Resolution,34,Superresolution & Transformer & Remote,ai,AIFND,cluster,ai,HIDE
cite_autopilot_control_unmanned_aerial_vehicl,Autopilot control unmanned aerial vehicle system for sewage defect detection using deep le,1,Deep Learning & Generative Models,36,Concepts & Architectures & Challenges,ai,-,cluster,ai,HIDE
cite_the_effect_of_loss_function_on_condition,The effect of loss function on conditional generative adversarial networks,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,AIFND,cluster,ai,HIDE
cite_machine_learning_and_genetic_algorithms_,Machine Learning and Genetic Algorithms: A case study on image reconstruction,7,CT Reconstruction Foundations,23,Potential & Machine & Domaintransform,ct,-,cluster,ct,
cite_superresolution_of_magnetic_resonance_im,Super-resolution of magnetic resonance images using Generative Adversarial Networks,2,Image Super-Resolution,48,Superresolution & Generative & Adversarial,ai,MED+AIFND,kw:MED,med,
cite_neural_networkbased_image_reconstruction,Neural network-based image reconstruction in swept-source optical coherence tomography usi,7,CT Reconstruction Foundations,13,Survey & Phase & Recovery,ct,CT,kw:CT,both,
cite_denoising_swin_transformer_and_perceptua,Denoising swin transformer and perceptual peak signal-to-noise ratio for low-dose CT image,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT+AIFND,kw:CT,both,
cite_automatic_object_removal_with_obstructed,Automatic Object Removal With Obstructed Façades Completion Using Semantic Segmentation an,1,Deep Learning & Generative Models,31,Adversarial & Diffusion & Unpaired,ai,AIFND,cluster,ai,HIDE
cite_evaluating_a_convolutional_neural_networ,Evaluating a Convolutional Neural Network Noise Reduction Method When Applied to CT Images,4,Clinical CT Denoising & DL Reconstruction,28,Denoising & Lowdose & Noise,both,CT,kw:CT,both,
cite_mvsnerf_fast_generalizable_radiance_fiel,MVSNeRF: Fast Generalizable Radiance Field Reconstruction from Multi-View Stereo,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,GENCV,kw:GENCV,ai,HIDE
cite_donerf_towards_realtime_rendering_of_com,DONeRF: Towards Real‐Time Rendering of Compact Neural Radiance Fields using Depth Oracle N,1,Deep Learning & Generative Models,32,Radiance & Nerf & Pixelnerf,ai,AIFND,cluster,ai,HIDE
